Stufe;Pos.;PTp;Komponentennummer;Objektkurztext;Menge;ME;AltPos.;Grp;BGr;gültig von;BisDatum;Gleitender Preis;pro;Standardpreis
1;1;T;TI=02;;1;ST;;;0;09.04.2018;31.12.9999;;0;
1;200;D;D-818144000 PZD 000 07;PRUEFVORSCHRIFT;1;ST;;;0;22.12.2015;31.12.9999;;0;
1;205;D;D-818144030 PZD 000 04;PRUEFVORSCHRIFT;1;ST;;;0;22.12.2015;31.12.9999;;0;
1;210;D;D-803893000 PZD 000 03;ARBEITSANWEISUNG;1;ST;;;0;04.10.2017;31.12.9999;;0;
1;299;D;D-605564010 PZD 000 02;WASSERUMWAELZPUMPE;1;ST;;;0;09.04.2018;14.11.2020;;0;
1;300;L;5.00490.09.0;STATOR,GEWICKELT;1;ST;;;1;22.12.2015;31.12.9999;;0;
1;305;L;5.10374.55.0;LEITERPLATTE,GEWASCHEN;1;ST;;;1;09.04.2018;31.12.9999;;0;
1;310;L;5.10160.06.0;ROTOR,KOMPLETT;1;ST;;;1;04.10.2017;31.12.9999;;0;
1;315;L;5.12952.06.0;GEHAEUSE,KOMPLETT;1;ST;;;1;22.12.2015;31.12.9999;;0;
1;320;L;5.14726.00.0;DECKEL,KOMPLETT;1;ST;;;1;22.12.2015;14.11.2020;;0;
1;325;L;3.01334.01.0;SCHRAUBE;1;ST;;;0;22.12.2015;31.12.9999;;0;
1;330;L;3.16849.02.0;ANLAUFSCHEIBE;1;ST;;;1;22.12.2015;31.12.9999;;0;
1;335;L;3.09614.03.0;PT-SCHRAUBE;4;ST;;;1;22.12.2015;31.12.9999;;0;
1;340;L;3.09617.00.0;O-RING;1;ST;;;1;22.12.2015;31.12.9999;;0;
1;345;L;3.22760.03.0;PUMPENGEHAEUSE;1;ST;X;1;0;22.12.2015;31.12.9999;;0;
1;345;L;3.22760.05.0;PUMPENGEHAEUSE;1;ST;X;1;1;22.12.2015;31.12.9999;;0;
